sku,location,period,qty,stock_end_qty,days_out_of_stock,promo_type,discount_pct,category,abc_class,launch_period,predecessor_sku,uom
SKU_0008,MSK,2024-04,519,827,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,EKB,2024-05,241,157,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,MSK,2024-05,721,414,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,EKB,2024-06,353,177,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,MSK,2024-06,1056,768,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,EKB,2024-07,279,259,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,MSK,2024-07,836,696,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,EKB,2024-08,324,257,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,MSK,2024-08,970,1738,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,EKB,2024-09,246,279,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,MSK,2024-09,735,485,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,EKB,2024-10,267,273,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,MSK,2024-10,798,861,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,EKB,2024-11,213,126,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,MSK,2024-11,639,965,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,EKB,2024-12,201,317,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,MSK,2024-12,601,617,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,EKB,2025-01,177,98,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,MSK,2025-01,529,614,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,EKB,2025-02,259,204,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,MSK,2025-02,775,787,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,EKB,2025-03,181,264,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,MSK,2025-03,542,648,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,EKB,2025-04,250,338,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,MSK,2025-04,747,774,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,EKB,2025-05,312,405,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,MSK,2025-05,932,1175,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,EKB,2025-06,362,445,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,MSK,2025-06,1083,1706,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,EKB,2025-07,417,266,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,MSK,2025-07,1246,1516,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,EKB,2025-08,288,498,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,MSK,2025-08,862,1502,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,EKB,2025-09,337,376,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,MSK,2025-09,1007,492,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,EKB,2025-10,267,220,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,MSK,2025-10,799,874,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,EKB,2025-11,295,458,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,MSK,2025-11,883,541,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,EKB,2025-12,197,129,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,MSK,2025-12,588,918,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0009,MSK,2023-01,8,4,0,,,SNACK,A,2023-01,,PCS
SKU_0009,MSK,2023-02,7,10,0,,,SNACK,A,2023-01,,PCS
SKU_0009,MSK,2023-03,0,1,0,,,SNACK,A,2023-01,,PCS
SKU_0009,MSK,2023-04,7,11,0,,,SNACK,A,2023-01,,PCS
SKU_0009,MSK,2023-05,5,7,0,,,SNACK,A,2023-01,,PCS
SKU_0009,MSK,2023-06,0,1,0,,,SNACK,A,2023-01,,PCS
SKU_0009,MSK,2023-07,0,2,0,,,SNACK,A,2023-01,,PCS
SKU_0009,MSK,2023-08,0,1,0,,,SNACK,A,2023-01,,PCS
SKU_0009,MSK,2023-09,0,1,0,,,SNACK,A,2023-01,,PCS
SKU_0009,MSK,2023-10,0,1,0,,,SNACK,A,2023-01,,PCS
SKU_0009,MSK,2023-11,0,2,0,,,SNACK,A,2023-01,,PCS
SKU_0009,MSK,2023-12,0,2,0,,,SNACK,A,2023-01,,PCS
SKU_0009,MSK,2024-01,0,2,0,,,SNACK,A,2023-01,,PCS
SKU_0009,MSK,2024-02,0,1,0,,,SNACK,A,2023-01,,PCS
SKU_0009,MSK,2024-03,0,0,0,,,SNACK,A,2023-01,,PCS
SKU_0009,MSK,2024-04,0,1,0,,,SNACK,A,2023-01,,PCS
SKU_0009,MSK,2024-05,0,1,0,,,SNACK,A,2023-01,,PCS
SKU_0009,MSK,2024-06,6,4,0,,,SNACK,A,2023-01,,PCS
SKU_0009,MSK,2024-07,0,1,0,,,SNACK,A,2023-01,,PCS
SKU_0009,MSK,2024-08,8,4,0,,,SNACK,A,2023-01,,PCS
SKU_0009,MSK,2024-09,0,2,0,,,SNACK,A,2023-01,,PCS
SKU_0009,MSK,2024-10,0,2,0,,,SNACK,A,2023-01,,PCS
SKU_0009,MSK,2024-11,0,1,0,,,SNACK,A,2023-01,,PCS
SKU_0009,MSK,2024-12,12,17,0,,,SNACK,A,2023-01,,PCS
SKU_0009,MSK,2025-01,10,8,0,,,SNACK,A,2023-01,,PCS
SKU_0009,MSK,2025-02,0,1,0,,,SNACK,A,2023-01,,PCS
SKU_0009,MSK,2025-03,0,1,0,,,SNACK,A,2023-01,,PCS
SKU_0009,MSK,2025-04,0,2,0,,,SNACK,A,2023-01,,PCS
SKU_0009,MSK,2025-05,0,1,0,,,SNACK,A,2023-01,,PCS
SKU_0009,MSK,2025-06,6,8,0,,,SNACK,A,2023-01,,PCS
SKU_0009,MSK,2025-07,0,2,0,,,SNACK,A,2023-01,,PCS
SKU_0009,MSK,2025-08,7,9,0,,,SNACK,A,2023-01,,PCS
SKU_0009,MSK,2025-09,0,1,0,,,SNACK,A,2023-01,,PCS
SKU_0009,MSK,2025-10,0,0,0,,,SNACK,A,2023-01,,PCS
SKU_0009,MSK,2025-11,0,1,0,,,SNACK,A,2023-01,,PCS
SKU_0009,MSK,2025-12,0,1,0,,,SNACK,A,2023-01,,PCS
SKU_0010,MSK,2023-01,2572,1091,0,,,DAIRY,B,2023-01,,PCS
SKU_0010,MSK,2023-02,2948,2082,0,,,DAIRY,B,2023-01,,PCS
SKU_0010,MSK,2023-03,3565,3815,0,,,DAIRY,B,2023-01,,PCS
SKU_0010,MSK,2023-04,1952,2118,0,,,DAIRY,B,2023-01,,PCS
SKU_0010,MSK,2023-05,2974,2837,0,,,DAIRY,B,2023-01,,PCS
SKU_0010,MSK,2023-06,2408,1400,0,,,DAIRY,B,2023-01,,PCS
SKU_0010,MSK,2023-07,3056,4343,0,,,DAIRY,B,2023-01,,PCS
SKU_0010,MSK,2023-08,3610,1649,0,,,DAIRY,B,2023-01,,PCS
SKU_0010,MSK,2023-09,3642,3289,0,,,DAIRY,B,2023-01,,PCS
SKU_0010,MSK,2023-10,3739,3482,0,,,DAIRY,B,2023-01,,PCS
SKU_0010,MSK,2023-11,3059,2426,0,,,DAIRY,B,2023-01,,PCS
SKU_0010,MSK,2023-12,4349,2393,0,,,DAIRY,B,2023-01,,PCS
SKU_0010,MSK,2024-01,3268,3520,0,,,DAIRY,B,2023-01,,PCS
SKU_0010,MSK,2024-02,2280,3518,0,,,DAIRY,B,2023-01,,PCS
SKU_0010,MSK,2024-03,1637,2153,0,,,DAIRY,B,2023-01,,PCS
SKU_0010,MSK,2024-04,2119,3521,0,,,DAIRY,B,2023-01,,PCS
SKU_0010,MSK,2024-05,2738,3478,0,,,DAIRY,B,2023-01,,PCS
SKU_0010,MSK,2024-06,2646,1068,0,,,DAIRY,B,2023-01,,PCS
SKU_0010,MSK,2024-07,3145,1725,0,,,DAIRY,B,2023-01,,PCS
SKU_0010,MSK,2024-08,3927,4552,0,,,DAIRY,B,2023-01,,PCS
SKU_0010,MSK,2024-09,3917,4324,0,,,DAIRY,B,2023-01,,PCS
SKU_0010,MSK,2024-10,2965,2074,0,,,DAIRY,B,2023-01,,PCS
SKU_0010,MSK,2024-11,3758,3577,0,,,DAIRY,B,2023-01,,PCS
SKU_0010,MSK,2024-12,2824,5002,0,,,DAIRY,B,2023-01,,PCS
SKU_0010,MSK,2025-01,3598,4593,0,,,DAIRY,B,2023-01,,PCS
SKU_0010,MSK,2025-02,2671,4169,0,,,DAIRY,B,2023-01,,PCS
SKU_0010,MSK,2025-03,2849,2441,0,,,DAIRY,B,2023-01,,PCS
SKU_0010,MSK,2025-04,2374,3337,0,,,DAIRY,B,2023-01,,PCS
SKU_0010,MSK,2025-05,2279,3891,0,,,DAIRY,B,2023-01,,PCS
SKU_0010,MSK,2025-06,3014,3582,0,,,DAIRY,B,2023-01,,PCS
SKU_0010,MSK,2025-07,2811,3917,0,,,DAIRY,B,2023-01,,PCS
SKU_0010,MSK,2025-08,3444,3851,0,,,DAIRY,B,2023-01,,PCS
SKU_0010,MSK,2025-09,4076,5719,0,,,DAIRY,B,2023-01,,PCS
SKU_0010,MSK,2025-10,2855,1320,0,,,DAIRY,B,2023-01,,PCS
SKU_0010,MSK,2025-11,4080,2823,0,,,DAIRY,B,2023-01,,PCS
SKU_0010,MSK,2025-12,4876,6332,0,,,DAIRY,B,2023-01,,PCS
SKU_0011,MSK,2023-01,551,971,0,,,HOUSEHOLD,C,2023-01,,PCS
SKU_0011,MSK,2023-02,644,361,0,,,HOUSEHOLD,C,2023-01,,PCS
SKU_0011,MSK,2023-03,658,481,0,,,HOUSEHOLD,C,2023-01,,PCS
SKU_0011,MSK,2023-04,578,642,0,,,HOUSEHOLD,C,2023-01,,PCS
SKU_0011,MSK,2023-05,762,1295,0,,,HOUSEHOLD,C,2023-01,,PCS
SKU_0011,MSK,2023-06,745,483,0,,,HOUSEHOLD,C,2023-01,,PCS
SKU_0011,MSK,2023-07,647,503,0,,,HOUSEHOLD,C,2023-01,,PCS
SKU_0011,MSK,2023-08,580,793,0,,,HOUSEHOLD,C,2023-01,,PCS
SKU_0011,MSK,2023-09,681,515,0,,,HOUSEHOLD,C,2023-01,,PCS
SKU_0011,MSK,2023-10,694,637,0,,,HOUSEHOLD,C,2023-01,,PCS
SKU_0011,MSK,2023-11,488,398,0,,,HOUSEHOLD,C,2023-01,,PCS
SKU_0011,MSK,2023-12,438,706,0,,,HOUSEHOLD,C,2023-01,,PCS
SKU_0011,MSK,2024-01,521,624,0,,,HOUSEHOLD,C,2023-01,,PCS
SKU_0011,MSK,2024-02,785,1298,0,,,HOUSEHOLD,C,2023-01,,PCS
SKU_0011,MSK,2024-03,654,682,0,,,HOUSEHOLD,C,2023-01,,PCS
SKU_0011,MSK,2024-04,851,1017,0,,,HOUSEHOLD,C,2023-01,,PCS
SKU_0011,MSK,2024-05,846,1492,0,,,HOUSEHOLD,C,2023-01,,PCS
SKU_0011,MSK,2024-06,793,743,0,,,HOUSEHOLD,C,2023-01,,PCS
SKU_0011,MSK,2024-07,679,942,0,,,HOUSEHOLD,C,2023-01,,PCS
SKU_0011,MSK,2024-08,627,632,0,,,HOUSEHOLD,C,2023-01,,PCS
SKU_0011,MSK,2024-09,424,186,0,,,HOUSEHOLD,C,2023-01,,PCS
SKU_0012,MSK,2023-01,546,975,0,,,BEVERAGE,A,2023-01,,PCS
SKU_0012,MSK,2023-02,458,448,0,,,BEVERAGE,A,2023-01,,PCS
SKU_0012,MSK,2023-03,725,1084,0,,,BEVERAGE,A,2023-01,,PCS
SKU_0012,MSK,2023-04,726,397,0,,,BEVERAGE,A,2023-01,,PCS
SKU_0012,MSK,2023-05,798,695,0,,,BEVERAGE,A,2023-01,,PCS
SKU_0012,MSK,2023-06,624,415,0,,,BEVERAGE,A,2023-01,,PCS
SKU_0012,MSK,2023-07,600,762,0,,,BEVERAGE,A,2023-01,,PCS
SKU_0012,MSK,2023-08,681,972,0,,,BEVERAGE,A,2023-01,,PCS
SKU_0012,MSK,2023-09,552,223,0,,,BEVERAGE,A,2023-01,,PCS
SKU_0012,MSK,2023-10,572,346,0,,,BEVERAGE,A,2023-01,,PCS
SKU_0012,MSK,2023-11,448,787,0,,,BEVERAGE,A,2023-01,,PCS
SKU_0012,MSK,2023-12,627,424,0,,,BEVERAGE,A,2023-01,,PCS
SKU_0012,MSK,2024-01,703,865,0,,,BEVERAGE,A,2023-01,,PCS
SKU_0012,MSK,2024-02,802,585,0,,,BEVERAGE,A,2023-01,,PCS
SKU_0012,MSK,2024-03,835,1373,0,,,BEVERAGE,A,2023-01,,PCS
SKU_0012,MSK,2024-04,746,538,0,,,BEVERAGE,A,2023-01,,PCS
SKU_0012,MSK,2024-05,929,812,0,,,BEVERAGE,A,2023-01,,PCS
SKU_0012,MSK,2024-06,840,546,0,,,BEVERAGE,A,2023-01,,PCS
SKU_0012,MSK,2024-07,758,520,0,,,BEVERAGE,A,2023-01,,PCS
SKU_0012,MSK,2024-08,790,434,0,,,BEVERAGE,A,2023-01,,PCS
SKU_0012,MSK,2024-09,0,0,30,,,BEVERAGE,A,2023-01,,PCS
SKU_0012,MSK,2024-10,0,0,30,,,BEVERAGE,A,2023-01,,PCS
SKU_0012,MSK,2024-11,0,0,30,,,BEVERAGE,A,2023-01,,PCS
SKU_0012,MSK,2024-12,631,995,0,,,BEVERAGE,A,2023-01,,PCS
SKU_0012,MSK,2025-01,785,667,0,,,BEVERAGE,A,2023-01,,PCS
SKU_0012,MSK,2025-02,804,668,0,,,BEVERAGE,A,2023-01,,PCS
SKU_0012,MSK,2025-03,979,490,0,,,BEVERAGE,A,2023-01,,PCS
SKU_0012,MSK,2025-04,966,576,0,,,BEVERAGE,A,2023-01,,PCS
SKU_0012,MSK,2025-05,1000,1035,0,,,BEVERAGE,A,2023-01,,PCS
SKU_0012,MSK,2025-06,874,1350,0,,,BEVERAGE,A,2023-01,,PCS
SKU_0012,MSK,2025-07,767,1023,0,,,BEVERAGE,A,2023-01,,PCS
SKU_0012,MSK,2025-08,661,924,0,,,BEVERAGE,A,2023-01,,PCS
SKU_0012,MSK,2025-09,641,879,0,,,BEVERAGE,A,2023-01,,PCS
SKU_0012,MSK,2025-10,606,424,0,,,BEVERAGE,A,2023-01,,PCS
SKU_0012,MSK,2025-11,526,693,0,,,BEVERAGE,A,2023-01,,PCS
SKU_0012,MSK,2025-12,710,375,0,,,BEVERAGE,A,2023-01,,PCS
SKU_0013,MSK,2023-01,1005,1633,0,,,SNACK,B,2023-01,,PCS
SKU_0013,MSK,2023-02,1359,2157,0,,,SNACK,B,2023-01,,PCS
SKU_0013,MSK,2023-03,1460,1585,0,,,SNACK,B,2023-01,,PCS
SKU_0013,MSK,2023-04,1799,946,0,,,SNACK,B,2023-01,,PCS
SKU_0013,MSK,2023-05,1559,2117,0,,,SNACK,B,2023-01,,PCS
SKU_0013,MSK,2023-06,1644,2924,0,,,SNACK,B,2023-01,,PCS
SKU_0013,MSK,2023-07,2362,2203,0,,,SNACK,B,2023-01,,PCS
SKU_0013,MSK,2023-08,1669,2901,0,,,SNACK,B,2023-01,,PCS
SKU_0013,MSK,2023-09,1600,1258,0,,,SNACK,B,2023-01,,PCS
SKU_0013,MSK,2023-10,1314,1164,0,,,SNACK,B,2023-01,,PCS
SKU_0013,MSK,2023-11,1221,1453,0,,,SNACK,B,2023-01,,PCS
SKU_0013,MSK,2023-12,949,1475,0,,,SNACK,B,2023-01,,PCS
SKU_0013,MSK,2024-01,1301,2219,0,,,SNACK,B,2023-01,,PCS
SKU_0013,MSK,2024-02,1486,1734,0,,,SNACK,B,2023-01,,PCS
SKU_0013,MSK,2024-03,1843,1288,0,,,SNACK,B,2023-01,,PCS
SKU_0013,MSK,2024-04,1373,2373,0,,,SNACK,B,2023-01,,PCS
SKU_0013,MSK,2024-05,2100,1463,0,,,SNACK,B,2023-01,,PCS
SKU_0013,MSK,2024-06,1992,1118,0,,,SNACK,B,2023-01,,PCS
SKU_0013,MSK,2024-07,1685,1350,0,,,SNACK,B,2023-01,,PCS
SKU_0013,MSK,2024-08,2142,3601,0,,,SNACK,B,2023-01,,PCS
SKU_0013,MSK,2024-09,1704,2139,0,,,SNACK,B,2023-01,,PCS
SKU_0013,MSK,2024-10,1453,2234,0,,,SNACK,B,2023-01,,PCS
SKU_0013,MSK,2024-11,1310,1796,0,,,SNACK,B,2023-01,,PCS
SKU_0013,MSK,2024-12,1405,2050,0,,,SNACK,B,2023-01,,PCS
SKU_0013,MSK,2025-01,1511,1547,0,,,SNACK,B,2023-01,,PCS
SKU_0013,MSK,2025-02,1302,2250,0,,,SNACK,B,2023-01,,PCS
SKU_0013,MSK,2025-03,1817,2578,0,,,SNACK,B,2023-01,,PCS
SKU_0013,MSK,2025-04,7202,11717,0,TPR,25.0,SNACK,B,2023-01,,PCS
SKU_0013,MSK,2025-05,1798,2297,0,,,SNACK,B,2023-01,,PCS
SKU_0013,MSK,2025-06,2395,2675,0,,,SNACK,B,2023-01,,PCS
SKU_0013,MSK,2025-07,2723,2722,0,,,SNACK,B,2023-01,,PCS
SKU_0013,MSK,2025-08,2198,2999,0,,,SNACK,B,2023-01,,PCS
SKU_0013,MSK,2025-09,1885,2574,0,,,SNACK,B,2023-01,,PCS
SKU_0013,MSK,2025-10,1903,1405,0,,,SNACK,B,2023-01,,PCS
SKU_0013,MSK,2025-11,1568,1523,0,,,SNACK,B,2023-01,,PCS
SKU_0013,MSK,2025-12,1182,1338,0,,,SNACK,B,2023-01,,PCS
SKU_0014,MSK,2023-01,1230,1772,0,,,DAIRY,C,2023-01,,PCS
SKU_0014,MSK,2023-02,1270,941,0,,,DAIRY,C,2023-01,,PCS
SKU_0014,MSK,2023-03,1540,1874,0,,,DAIRY,C,2023-01,,PCS
SKU_0014,MSK,2023-04,1632,1657,0,,,DAIRY,C,2023-01,,PCS
SKU_0014,MSK,2023-05,1762,2343,0,,,DAIRY,C,2023-01,,PCS
SKU_0014,MSK,2023-06,1580,2681,0,,,DAIRY,C,2023-01,,PCS
SKU_0014,MSK,2023-07,1296,749,0,,,DAIRY,C,2023-01,,PCS
SKU_0014,MSK,2023-08,1391,2267,0,,,DAIRY,C,2023-01,,PCS
SKU_0014,MSK,2023-09,1476,1681,0,,,DAIRY,C,2023-01,,PCS
SKU_0014,MSK,2023-10,1288,715,0,,,DAIRY,C,2023-01,,PCS
SKU_0014,MSK,2023-11,1202,1826,0,,,DAIRY,C,2023-01,,PCS
SKU_0014,MSK,2023-12,966,1339,0,,,DAIRY,C,2023-01,,PCS
SKU_0014,MSK,2024-01,1490,1865,0,,,DAIRY,C,2023-01,,PCS
SKU_0014,MSK,2024-02,1262,702,0,,,DAIRY,C,2023-01,,PCS
SKU_0014,MSK,2024-03,1591,872,0,,,DAIRY,C,2023-01,,PCS
SKU_0014,MSK,2024-04,1896,1313,0,,,DAIRY,C,2023-01,,PCS
SKU_0014,MSK,2024-05,1333,653,0,,,DAIRY,C,2023-01,,PCS
SKU_0014,MSK,2024-06,-8,1,0,,,DAIRY,C,2023-01,,PCS
SKU_0014,MSK,2024-07,1254,1697,0,,,DAIRY,C,2023-01,,PCS
SKU_0014,MSK,2024-08,2057,2115,0,,,DAIRY,C,2023-01,,PCS
SKU_0014,MSK,2024-09,1662,2038,0,,,DAIRY,C,2023-01,,PCS
SKU_0014,MSK,2024-10,1203,1519,0,,,DAIRY,C,2023-01,,PCS
SKU_0014,MSK,2024-11,1067,473,0,,,DAIRY,C,2023-01,,PCS
SKU_0014,MSK,2024-12,1488,725,0,,,DAIRY,C,2023-01,,PCS
SKU_0014,MSK,2025-01,1426,1550,0,,,DAIRY,C,2023-01,,PCS
SKU_0014,MSK,2025-02,1345,598,0,,,DAIRY,C,2023-01,,PCS
SKU_0014,MSK,2025-03,1212,1237,0,,,DAIRY,C,2023-01,,PCS
SKU_0014,MSK,2025-04,1947,968,0,,,DAIRY,C,2023-01,,PCS
SKU_0014,MSK,2025-05,2220,3969,0,,,DAIRY,C,2023-01,,PCS
SKU_0014,MSK,2025-06,1806,2440,0,,,DAIRY,C,2023-01,,PCS
SKU_0014,MSK,2025-07,2321,1461,0,,,DAIRY,C,2023-01,,PCS
SKU_0014,MSK,2025-08,1869,813,0,,,DAIRY,C,2023-01,,PCS
SKU_0014,MSK,2025-09,1192,1821,0,,,DAIRY,C,2023-01,,PCS
SKU_0014,MSK,2025-10,1269,1198,0,,,DAIRY,C,2023-01,,PCS
SKU_0014,MSK,2025-11,1393,2477,0,,,DAIRY,C,2023-01,,PCS
SKU_0014,MSK,2025-12,1302,1376,0,,,DAIRY,C,2023-01,,PCS
SKU_0015,MSK,2023-01,0,1,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0015,MSK,2023-02,0,0,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0015,MSK,2023-03,0,1,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0015,MSK,2023-04,7,7,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0015,MSK,2023-05,0,1,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0015,MSK,2023-06,0,1,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0015,MSK,2023-07,0,1,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0015,MSK,2023-08,0,1,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0015,MSK,2023-09,0,1,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0015,MSK,2023-10,0,1,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0015,MSK,2023-11,5,9,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0015,MSK,2023-12,0,1,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0015,MSK,2024-01,0,2,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0015,MSK,2024-02,0,0,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0015,MSK,2024-03,0,2,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0015,MSK,2024-04,9,14,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0015,MSK,2024-05,8,9,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0015,MSK,2024-06,0,1,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0015,MSK,2024-07,0,1,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0015,MSK,2024-08,0,1,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0015,MSK,2024-09,0,1,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0015,MSK,2024-10,0,0,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0015,MSK,2024-11,5,3,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0015,MSK,2024-12,6,5,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0015,MSK,2025-01,8,6,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0015,MSK,2025-02,0,2,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0015,MSK,2025-03,0,1,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0015,MSK,2025-04,0,1,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0015,MSK,2025-05,0,2,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0015,MSK,2025-06,0,1,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0015,MSK,2025-07,0,1,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0015,MSK,2025-08,7,4,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0015,MSK,2025-09,6,7,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0015,MSK,2025-10,0,1,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0015,MSK,2025-11,0,1,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0015,MSK,2025-12,0,1,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0016,MSK,2023-01,130,145,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0016,MSK,2023-02,116,196,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0016,MSK,2023-03,170,128,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0016,MSK,2023-04,159,237,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0016,MSK,2023-05,113,63,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0016,MSK,2023-06,114,82,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0016,MSK,2023-07,108,107,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0016,MSK,2023-08,102,92,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0016,MSK,2023-09,114,48,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0016,MSK,2023-10,93,129,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0016,MSK,2023-11,105,135,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0016,MSK,2023-12,110,167,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0016,MSK,2024-01,132,66,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0016,MSK,2024-02,150,196,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0016,MSK,2024-03,137,227,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0016,MSK,2024-04,152,120,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0016,MSK,2024-05,131,147,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0016,MSK,2024-06,190,93,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0016,MSK,2024-07,134,183,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0016,MSK,2024-08,109,179,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0016,MSK,2024-09,128,139,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0016,MSK,2024-10,93,127,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0016,MSK,2024-11,95,112,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0016,MSK,2024-12,105,52,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0016,MSK,2025-01,141,96,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0016,MSK,2025-02,147,78,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0016,MSK,2025-03,159,117,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0016,MSK,2025-04,159,73,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0016,MSK,2025-05,163,255,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0016,MSK,2025-06,150,212,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0016,MSK,2025-07,137,230,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0016,MSK,2025-08,108,148,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0016,MSK,2025-09,110,73,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0016,MSK,2025-10,85,50,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0016,MSK,2025-11,99,103,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0016,MSK,2025-12,137,56,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0017,EKB,2023-01,24,32,0,,,SNACK,C,2023-01,,PCS
SKU_0017,MSK,2023-01,93,146,0,,,SNACK,C,2023-01,,PCS
SKU_0017,EKB,2023-02,25,16,0,,,SNACK,C,2023-01,,PCS
